"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.353695375E0,1.521869144E0,3.814735186E-1,-1.126246240E0,1.931330715E0
2.363736375E0,1.508706038E0,3.484063447E-1,-1.164830847E0,1.937630458E0
2.373776375E0,1.378249979E0,3.333070797E-1,-1.038908719E0,1.757838997E0
2.383816375E0,1.086961649E0,2.559922707E-1,-8.027624828E-1,1.375298248E0
2.393857375E0,8.256707773E-1,1.738301200E-1,-5.623039252E-1,1.013969845E0
2.403897375E0,6.613840442E-1,1.339854383E-1,-4.260024047E-1,7.980344607E-1
2.413937750E0,6.476920579E-1,1.033963144E-1,-3.724980426E-1,7.542881355E-1
2.423978750E0,8.623131582E-1,4.138366878E-2,-3.696089333E-1,9.390992250E-1
2.434018750E0,1.132368933E0,-4.339569569E-2,-3.761379343E-1,1.193994276E0
2.444058750E0,1.178474301E0,-5.405049205E-2,-3.475690234E-1,1.229848511E0
2.454099750E0,1.141599640E0,1.900929809E-2,-2.826608366E-1,1.176226270E0
2.464139750E0,1.067399643E0,1.327972841E-1,-1.556756848E-1,1.086835790E0
2.474179750E0,8.005316969E-1,2.262194180E-1,7.173889498E-2,8.349686772E-1
2.484220750E0,3.607658967E-1,6.722619849E-1,5.096912634E-1,9.175365893E-1
2.494260750E0,-2.094355702E-1,1.432526320E0,9.240857756E-1,1.717535861E0
2.504300750E0,-8.594983086E-1,2.351786388E0,1.286189808E0,2.814945964E0
2.514341750E0,-1.524514716E0,3.379588906E0,1.324697231E0,3.937078745E0
2.524381750E0,-2.152069914E0,4.462413138E0,7.636557198E-1,5.012754331E0
2.534421750E0,-2.935444930E0,5.508396403E0,3.324610789E-2,6.241824506E0
2.544461750E0,-4.743089722E0,7.701669452E0,-3.995285054E-2,9.045120712E0
2.554502750E0,-5.765825334E0,1.089066369E1,-1.924395270E0,1.247215276E1
2.564542750E0,-3.113180113E0,1.182939206E1,-8.248683493E0,1.475354826E1
2.574582750E0,-3.506201005E0,9.879049770E0,-1.483044392E1,1.816125372E1
2.584623750E0,2.144802555E-1,7.054336486E0,-1.683974953E1,1.825888357E1
