Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2),Predicted Label
1.450067375,-0.9243518239,-5.180161783,-0.3611661386,5.274366632,0.0
1.460107375,-0.5114432354,-8.259219591,-1.067989261,8.343673262,0.0
1.470148375,0.735992981,-5.906666633,0.3660007627,5.963585577,0.0
1.480188375,0.2218338601,-1.866009652,2.576525291,3.188994334,0.0
1.490228375,-1.427245992,-2.087116849,3.308751057,4.164243199,0.0
1.500269375,-1.368369646,-1.781859448,3.038373467,3.778779155,0.0
1.510309375,-0.3931816909,-0.6196048844,1.828215004,1.969992933,0.0
1.520349375,-0.07895290643,0.05613794804,0.693853852,0.7005841838,0.0
1.530390375,-0.4319285578,0.1644564486,0.0600684464,0.4660648246,0.0
1.540430375,-1.151704871,-0.2840822947,-0.1965120542,1.202390888,0.0
1.550470375,-1.632859383,-0.8031554157,-0.08403267503,1.821633848,0.0
1.560511375,-1.622088081,-1.164575908,0.2019547156,2.007035748,0.0
1.570551375,-1.501113282,-1.580532796,0.5697994709,2.253019406,0.0
1.580591375,-0.5004946165,-0.7072944081,0.6906579832,1.108047242,0.0
1.590632375,-0.01601362333,-0.2842015779,0.8005926541,0.8496914563,0.0
1.600672375,-0.1894648437,0.3228908497,0.61880155,0.723236328,0.0
1.610712375,-0.1753524426,0.9407737291,0.06736701407,0.9593445695,0.0
1.620752375,0.111201324,1.21117237,-0.4426434343,1.294309644,0.0
1.630793375,0.5025649694,1.115955141,-0.7786807251,1.450610594,0.0
1.640833375,0.5291059197,0.8653651124,-0.7303523183,1.24988974,0.0
1.650873375,0.001103808135,0.5691995466,-0.3741924195,0.6811822877,0.0
1.660914375,-0.4718042296,0.3173266393,0.01505891919,0.5687901178,0.0
1.670954375,-0.6982170443,0.1145124561,0.3680575208,0.7975503007,0.0
1.680994375,-0.7544435777,0.1729547918,0.6694861655,1.023381746,0.0
1.691035375,-0.7677932096,0.09968391716,0.7078298669,1.04903118,0.0
1.701075375,-0.9272804019,-0.08877008915,0.5625055079,1.088182668,0.0
1.711115375,-1.100273639,-0.207508328,0.4797277915,1.218113517,0.0
1.721156375,-1.041018979,-0.2855528694,0.4185694972,1.157782959,0.0
1.731196375,-0.92229682,-0.3958693635,0.377671659,1.072371139,0.0
1.741236375,-0.802370427,-0.4730643046,0.4392416704,1.029816189,0.0
1.751277375,-0.6731598249,-0.4287669683,0.5233620536,0.9544071993,0.0
1.761317375,-0.5827992931,-0.3982790011,0.5967327695,0.9243220093,0.0
1.771357375,-0.6666062656,-0.380575971,0.7141240291,1.048415524,0.0
1.781397375,-0.7696020457,-0.2627721173,0.8244657393,1.158050193,0.0
1.791438375,-0.833796726,-0.2336670166,0.837177513,1.204443209,0.0
1.801478375,-0.8014687863,-0.2185022628,0.7751525883,1.136202882,0.0
1.811518375,-0.6615734209,-0.1923459131,0.6131940702,0.9223249478,0.0
1.821559375,-0.5322967453,-0.2082099938,0.4124018542,0.7048166541,0.0
1.831599375,-0.3911892521,-0.2443071949,0.1553874171,0.4866829418,0.0
1.841639375,-0.2549008879,-0.239447574,-0.05312670507,0.3537400884,0.0
1.851680375,-0.1213368876,-0.1747212356,-0.2963088957,0.3647589782,0.0
1.861720375,0.02664956242,-0.05032581568,-0.5312698281,0.5343131265,0.0
1.871760375,0.1274959061,0.06790196121,-0.6885330319,0.7035222942,0.0
1.881801375,0.240843012,0.1321581835,-0.7660554171,0.8138255611,0.0
1.891841375,0.4044880132,0.128127113,-0.9159125376,1.009417102,0.0
1.901881375,0.6203970359,0.1811882561,-1.089823934,1.267058749,0.0
1.911922375,0.8566688409,0.2578674728,-1.239078791,1.528297545,0.0
1.921962375,1.114230066,0.3481069672,-1.366549262,1.797260133,0.0
1.932002375,1.240488116,0.4053903848,-1.496235827,1.985415267,0.0
1.942043375,1.307690458,0.4322279352,-1.484729676,2.025166051,0.0
1.952083375,1.341019003,0.3896426636,-1.369845922,1.956177707,0.0
1.962123375,1.328673484,0.2939494711,-1.302150367,1.883447663,0.0
1.972163375,1.248865568,0.2016236901,-1.264721171,1.78880881,0.0
1.982204375,1.227519138,0.1546851665,-1.278439908,1.779083847,0.0
1.992244375,1.206481002,0.1453454089,-1.274861412,1.761247659,0.0
2.002284375,0.9959914716,0.1790680557,-1.332224936,1.672987645,0.0
2.012325375,0.8447523616,0.2906264985,-1.307729781,1.583738455,0.0
2.022365375,0.8571373491,0.4706768864,-1.237402979,1.577145301,0.0
2.032405375,0.7125338057,0.5539207721,-1.190006618,1.493535536,0.0
2.042446375,0.5134584783,0.5315768069,-1.101139466,1.326168026,0.0
2.052486375,0.3524691363,0.5511597168,-0.9353112602,1.141410828,0.0
