Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2),Predicted Label
8.688323083,-0.2616757643,-4.32408848,2.817068049,5.167406292,0.0
8.698360083,-3.050504685,-4.475830159,4.311232792,6.922814647,0.0
8.708398083,-3.917048889,-3.9730275,5.425349568,7.782200039,0.0
8.718435083,-2.658166455,-3.500857819,5.502231098,7.042471259,0.0
8.728472083,0.3273641159,-3.761044883,4.17084933,5.625709734,0.0
8.738509083,1.909363832,-3.840329618,3.316938329,5.421796907,0.0
8.748547083,1.768222572,-3.386633046,2.433520961,4.529670929,0.0
8.758584083,0.7617372483,-2.536877661,1.094069012,2.865829532,0.0
8.768621083,-0.2145488141,-1.760490214,0.3312646472,1.804187699,0.0
8.778658083,-0.9980474988,-1.11337301,-0.17051537,1.50491653,0.0
8.788696083,-1.918003532,-0.6953754437,-1.648121932,2.622706705,0.0
8.798733083,-2.905333231,-0.9230753767,-2.986482351,4.267564431,0.0
8.808770083,-3.578140469,-1.702432625,-3.68296058,5.409765678,0.0
8.818807083,-4.243217687,-2.920938572,-2.424597087,5.693456728,0.0
8.828845083,-4.86947758,-3.948846924,0.7851929154,6.31836465,0.0
8.838882083,-5.411104581,-4.574386733,2.561455262,7.534329421,0.0
8.848919083,-6.38039869,-5.233590716,1.39633147,8.369569929,0.0
8.858956083,-6.971632884,-5.614982373,-0.7529832356,8.983244173,0.0
8.868994083,-5.952202994,-4.888869286,-1.841353698,7.919617846,0.0
8.879031083,-4.263155231,-3.914516752,-2.29984791,6.227939815,0.0
8.889068083,-2.426621247,-2.754343212,-1.438750096,3.942701998,0.0
8.899105083,-1.39769621,-1.80844206,-0.8822606421,2.449979841,0.0
8.909143083,-0.268126705,-1.308086461,-3.802551635,4.03018375,0.0
8.919180083,2.552311386,-0.4866555727,-5.66086372,6.22868406,0.0
8.929217083,4.746600975,-0.07623365879,-5.462024474,7.236694255,0.0
8.939254083,6.06114013,-0.3415206635,-4.225469926,7.396529736,0.0
8.949292083,5.458917848,-0.3794392723,-3.205605589,6.34189762,0.0
8.959329083,4.153166473,0.6133928025,-3.216159228,5.288546366,0.0
8.969366083,1.458414428,2.148727207,-3.803178749,4.605232877,0.0
8.979403083,-0.3259046508,3.838142175,-4.726006789,6.096940984,0.0
8.989441083,-1.404357212,4.81736544,-4.560211912,6.780469132,0.0
8.999478083,-1.586813291,5.230891056,-4.429854379,7.03589422,0.0
9.009515083,-1.786959097,5.725656132,-4.84253478,7.708858804,0.0
9.019552083,-1.869471788,6.209036095,-5.05692762,8.223111999,0.0
9.029590083,-1.533736652,6.689919296,-5.52437158,8.810564662,0.0
9.039627083,-1.243716218,6.759115831,-6.08944884,9.182258111,0.0
9.049664083,-0.8467511592,6.661433415,-6.384046183,9.26540492,0.0
9.059701083,-0.4513730349,6.420125257,-6.230571975,8.957777239,0.0
9.069739083,-0.03046297029,6.280987837,-5.897419261,8.615758246,0.0
9.079776083,0.2101481266,6.029443544,-5.363654426,8.072616706,0.0
9.089813083,0.2177571814,5.944888712,-4.461774914,7.436165368,0.0
9.099850083,0.1558788756,6.122395561,-3.369987777,6.99033928,0.0
9.109888083,0.653330601,6.170925112,-2.158354647,6.57005726,0.0
9.119925083,1.080880764,5.010128844,-0.5222753486,5.151938063,0.0
9.129962083,1.114056988,3.330147774,1.532876527,3.831542459,0.0
9.140000083,0.8312271671,1.269295447,4.683837839,4.923452695,0.0
9.150037083,-0.1559208293,-2.221694026,7.256358372,7.590452719,0.0
9.160074083,-0.3258985113,-6.808962175,10.1814853,12.2527882,0.0
9.170111083,0.4365110207,-12.27005928,13.41554052,18.18575333,0.0
9.180149083,0.691189422,-16.73915286,11.7297555,20.45150717,0.0
9.190186083,2.476911833,-16.15419624,7.427036258,17.95143493,0.0
9.200223083,2.114875629,-10.81437389,3.805189899,11.65773785,0.0
9.210260083,0.6099490848,-2.678307774,3.634453833,4.55572443,0.0
9.220298083,-1.879502102,3.973094158,5.119229702,6.747185938,0.0
9.230335083,-4.163693508,7.961526732,5.7453478,10.66448653,0.0
9.240372083,-4.985495694,8.178605783,5.127098885,10.86424884,0.0
9.250409083,-4.857735494,3.867644886,2.490842532,6.690333894,0.0
9.260447083,-3.789326695,-0.3845473999,-2.194244272,4.395632086,0.0
9.270484083,-2.264239683,-4.444839331,-5.069698523,7.112328812,0.0
9.280521083,-0.4358460461,-8.199845209,-4.392129605,9.312262115,0.0
9.290558083,-0.4058192781,-8.515070359,-2.357040696,8.844588931,0.0
9.300596083,-3.307283406,-4.198290313,-0.5267587012,5.370404064,0.0
9.310633083,-4.945011912,1.092469799,-5.000147647,7.116748525,0.0
9.320670083,-5.446567944,5.05400752,-6.503339907,9.874286016,0.0
9.330707083,-6.929043519,5.361097439,-3.343598709,9.377241714,0.0
9.340745083,-5.903376989,3.203938547,-2.711477859,7.243424209,0.0
9.350782083,-1.90917716,0.6419915342,-3.999559826,4.478123419,0.0
9.360819083,0.7267891712,-1.004442891,-6.463738469,6.581568432,0.0
9.370856083,0.5297258708,-1.774713566,-7.392220767,7.620705059,0.0
9.380894083,0.4309400859,-1.959608372,-7.04318877,7.323406473,0.0
9.390931083,1.033856432,-1.399971946,-6.330241274,6.565115015,0.0
9.400968083,1.807671397,-1.042023531,-5.916392891,6.273531204,0.0
9.411005083,2.522996956,-1.238674749,-4.957852398,5.699134072,0.0
9.421043083,3.402646231,-1.94204509,-3.623421307,5.336545931,0.0
9.431080083,4.3450373,-2.450711337,-1.563605253,5.227829051,0.0
9.441117083,3.730326243,-1.453795567,1.851315307,4.410920969,0.0
9.451155083,1.087763667,-0.4799739593,2.426519067,2.702147216,0.0
9.461192083,-0.4801213092,-0.871527493,0.328407113,1.047820535,0.0
9.471229083,-0.6765324989,-0.9542831361,-0.3429469456,1.219001695,0.0
9.481266083,-0.598728278,-0.1960928088,0.2245307422,0.6688362989,0.0
9.491304083,-0.5628908394,0.8315845782,-0.1665399577,1.017897129,0.0
9.501341083,-1.062508227,1.298646716,-0.7704653871,1.846354229,0.0
9.511377875,-0.9962823705,1.536602665,-0.8495688593,2.018785169,0.0
9.521414875,-0.1637096129,1.729038041,-0.6886382818,1.868313696,0.0
9.531452875,0.4826775657,1.699582107,-0.7790467608,1.930924863,0.0
9.541489875,0.5035129492,1.239376999,-0.9051964185,1.615227907,0.0
9.551526875,0.02687248752,0.4558723211,-0.05095446445,0.4594976183,0.0
9.561563875,0.2127427554,0.3326492679,0.7773060447,0.8718484401,0.0
9.571601875,1.057045028,1.497535079,0.5386186087,1.910514461,0.0
9.581638875,2.020499814,1.59379662,0.3101100423,2.592060069,0.0
9.591675875,2.560853584,1.613785327,0.3012696004,3.041880591,0.0
9.601712875,2.371208792,2.173852692,-0.3358278143,3.234354183,0.0
9.611750875,1.83168825,2.168160428,-0.2929665359,2.853389367,0.0
9.621787875,1.332263674,2.247719398,0.2917175889,2.629119271,0.0
9.631824875,1.060847618,2.601571839,0.5800496399,2.868803111,0.0
9.641861875,0.3564301863,2.464495563,0.6252837002,2.567442417,0.0
9.651899875,-0.5863247256,2.064926666,0.4779046297,2.19911156,0.0
9.661936875,-1.323082961,1.490278099,1.044816746,2.250137633,0.0
9.671973875,-1.773479803,1.193370522,2.705284488,3.447887466,0.0
9.682010875,-2.148745918,0.6271407759,4.73817309,5.240295679,0.0
9.692048875,-2.778317089,-0.1808198816,6.474341226,7.047612077,0.0
9.702085875,-2.684647325,-1.064727684,7.202942888,7.760371289,0.0
9.712122875,-1.292484043,-1.909218822,6.5516344,6.945469374,0.0
9.722160875,0.4868014607,-2.935133858,5.071906432,5.880154869,0.0
9.732197875,2.33081608,-3.87040828,3.522622618,5.729016841,0.0
9.742234875,4.135057354,-4.004856234,3.051229155,6.51518013,0.0
9.752271875,5.073282282,-3.432955273,3.051087652,6.843428299,0.0
9.762309875,4.887915021,-3.243596703,2.82960828,6.513011273,0.0
9.772346875,4.475232573,-3.265350684,2.034175136,5.901532865,0.0
9.782383875,3.93205489,-3.204316862,1.119124039,5.194337381,0.0
9.792420875,3.073121715,-3.298831256,1.645887418,4.799511447,0.0
9.802458875,1.429730473,-3.409910227,2.91753023,4.709946882,0.0
9.812495875,-0.3265029672,-3.557840105,3.0029332,4.667165972,0.0
9.822532875,-1.232748449,-3.818273921,3.294121324,5.191350477,0.0
9.832569875,-1.8788152,-3.830948346,3.681397912,5.635494865,0.0
9.842607875,-1.66581356,-3.237571147,4.024520712,5.427114216,0.0
9.852644875,-0.0250797312,-2.811779242,4.627630309,5.414950949,0.0
9.862681875,0.8552558613,-3.200581661,4.611030064,5.677744605,0.0
9.872718875,0.8650696819,-3.475849863,4.005926274,5.373762475,0.0
9.882756875,0.6207342741,-3.096424039,2.424405298,3.981318113,0.0
9.892793875,0.1861784162,-1.8193822,0.1664001361,1.836437584,0.0
9.902830875,-0.6170918973,-0.8322271872,-1.790457194,2.068608582,0.0
9.912867875,-1.138171052,-0.6791231078,-1.992016565,2.39264948,0.0
9.922905875,-1.328306863,-1.042379041,-3.282846723,3.691616962,0.0
9.932942875,-1.736120188,-2.389806738,-4.181390106,5.119503177,0.0
9.942979875,-1.692637223,-3.430270232,-2.65339922,4.65535198,0.0
9.953017875,-1.309157378,-3.824888291,0.2977905071,4.053682606,0.0
9.963054875,-1.941238028,-4.242371888,1.923059766,5.046214738,0.0
9.973091875,-3.614737022,-4.822627934,0.9114451186,6.095473413,0.0
9.983128875,-5.293082042,-5.65487968,-0.597963316,7.768651223,0.0
9.993166875,-6.84810519,-5.446808265,-1.769611578,8.927249863,0.0
10.00320387,-6.051316223,-3.939604231,-2.268244295,7.568608968,0.0
10.01324087,-3.329181229,-2.131607729,-2.159898897,4.504704475,0.0
10.02327787,-1.505579239,-1.33771898,-2.235846042,3.009197308,0.0
10.03331587,1.128963003,-0.5994354987,-3.468687901,3.696711529,0.0
10.04335287,1.521405459,-1.361942825,-4.165735648,4.63927972,0.0
10.05338987,2.507643921,-1.908982009,-6.824582427,7.517141454,0.0
10.06342687,5.191227638,-1.475169479,-4.078162776,6.764346311,0.0
10.07346487,5.04750834,-1.418466105,-1.56588172,5.471870987,0.0
10.08350187,4.404367243,-0.5682780254,-2.515011413,5.103594139,0.0
10.09353887,3.315634692,1.582935417,-3.789914925,5.278501026,0.0
10.10357587,0.88870939,3.694506492,-5.11601081,6.372813288,0.0
10.11361388,-1.010005347,5.132168421,-5.041153001,7.264467433,0.0
10.12365087,-1.593025226,5.594526474,-5.10194007,7.737328242,0.0
10.13368788,-1.843292927,5.857619019,-5.805232644,8.450452972,0.0
10.14372487,-1.54137107,6.675863759,-6.15824601,9.212327373,0.0
10.15376287,-0.9945280597,6.979028442,-6.758207758,9.765720463,0.0
10.16379987,-0.9770010307,6.615310578,-7.059113077,9.723576631,0.0
10.17383687,-0.9464395349,6.849745334,-6.848732597,9.732414763,0.0
10.18387487,-0.973980213,6.746250787,-6.752121976,9.594357108,0.0
10.19391187,-0.9464681862,6.418122586,-6.026710555,8.854904837,0.0
10.20394887,-0.7099107447,6.627412561,-5.463164681,8.618163311,0.0
10.21398587,-0.6363956027,6.78928337,-4.482193391,8.160234411,0.0
10.22402387,-0.3921617903,6.594826028,-3.285376813,7.378293977,0.0
10.23406087,0.03328717545,5.762840915,-2.326152195,6.21469448,0.0
10.24409787,0.7035660772,4.624533039,-0.6077765518,4.717065124,0.0
10.25413487,0.9677483967,2.996519682,1.458654603,3.470351627,0.0
10.26417287,0.5197670393,1.607671478,3.335806709,3.739300972,0.0
10.27420987,0.5024032938,-0.9578095919,8.112405946,8.184188324,0.0
10.28424687,0.7717428575,-6.091264985,12.68768964,14.09526745,0.0
10.29428387,1.404599725,-11.78653431,14.61626626,18.82898114,0.0
10.30432187,2.925958992,-17.3005569,12.60890192,21.6068256,0.0
10.31435887,3.427729032,-18.31290406,6.061816068,19.59227897,0.0
10.32439587,2.197496932,-11.96123508,2.877515979,12.49720911,0.0
10.33443287,-0.06845773906,-3.174827015,3.547029188,4.760843318,0.0
10.34447087,-2.201694063,3.161066762,4.449850395,5.885657853,0.0
10.35450787,-4.319958007,5.384962265,5.881854558,9.069513152,0.0
10.36454487,-5.264006177,3.990445186,3.634050083,7.539213077,0.0
10.37458187,-4.326007537,1.852584445,-0.9338058946,4.797749866,0.0
10.38461987,-3.034001796,-0.8243620974,-5.419939139,6.265818386,0.0
10.39465687,-2.03254347,-3.881474721,-4.621396008,6.368232096,0.0
10.40469387,-0.8810802354,-5.947111824,0.5487945181,6.037020527,0.0
10.41473087,0.08263080508,-6.34903364,2.540218175,6.838842328,0.0
10.42476888,-1.895208454,-2.684175455,-1.85718825,3.774355727,0.0
10.43480587,-4.075481243,3.118476228,-4.889356944,7.088035883,0.0
10.44484288,-5.11121317,6.537607514,-5.635631815,10.0312092,0.0
10.45488087,-4.757309273,6.666272571,-4.397855784,9.295822557,0.0
10.46491787,-3.320667975,4.405876409,-4.178416212,6.920819661,0.0
10.47495487,-0.4563880455,1.140250906,-2.913606749,3.161892861,0.0
10.48499187,2.060435712,-1.04275034,-4.292563802,4.87430278,0.0
10.49502987,1.980480593,-1.312661322,-7.233950672,7.614159537,0.0
10.50506687,1.015726263,-1.493698136,-8.094991769,8.294077748,0.0
10.51510383,0.9256884974,-1.070401238,-7.085696858,7.225632012,0.0
10.52514083,1.21948331,-1.156788586,-5.584553463,5.832026814,0.0
10.53517883,1.552156844,-2.19540436,-4.616571762,5.342445695,0.0
10.54521583,2.280333705,-3.712902417,-3.223651558,5.420101063,0.0
10.55525283,2.816917191,-3.917910476,0.3733545135,4.839880014,0.0
10.56528983,1.187882325,-1.971219188,2.912926133,3.712399246,0.0
10.57532783,-0.7790520233,-1.130891853,1.221379854,1.837826756,0.0
10.58536483,-1.43441,-1.12421901,-0.6008739138,1.91897105,0.0
10.59540183,-1.128159157,-0.3961628938,-1.18041353,1.680197674,0.0
10.60543883,-0.8787844723,0.3795690805,-1.917795517,2.143425875,0.0
10.61547683,-0.7169440681,0.8412020785,-1.79141219,2.104943555,0.0
10.62551383,0.06839546621,0.9415619338,-1.522739648,1.791634128,0.0
10.63555083,0.9102863467,0.9731135094,-1.567170301,2.057083831,0.0
10.64558883,1.468270934,1.220421495,-1.516262541,2.43809357,0.0
10.65562583,1.902622578,1.494068264,-1.246205378,2.721257153,0.0
10.66566283,1.239216785,1.368910367,-0.9839005259,2.092279637,0.0
10.67569983,0.8796922526,1.35455136,-0.4327150083,1.672097522,0.0
10.68573783,1.32207417,1.017533053,0.350285055,1.704685673,0.0
10.69577483,1.507175675,0.7177691102,1.142115583,2.022671258,0.0
10.70581183,1.393885287,0.5877328813,1.574968001,2.183774333,0.0
10.71584883,1.227726422,0.9136549276,1.254766871,1.979019301,0.0
10.72588683,1.148556584,1.858145732,0.3740031159,2.216250464,0.0
10.73592383,0.8158451892,2.371068166,-0.1496618418,2.511964628,0.0
10.74596083,0.7394836226,2.622354598,-0.6169256902,2.793595707,0.0
10.75599783,1.064473477,2.861712125,-0.462456286,3.088100692,0.0
10.76603583,1.248455825,2.948231036,0.09584872842,3.203107111,0.0
10.77607283,1.04183218,2.584780975,1.07308204,2.986304078,0.0
10.78610983,0.04416504309,1.452396328,2.064982653,2.524986931,0.0
10.79614683,-1.016545312,0.242408604,2.840025387,3.026197366,0.0
10.80618483,-1.29942001,-0.529224472,4.646292282,4.853514487,0.0
10.81622183,-1.890330999,-0.5690557051,7.980403883,8.220950178,0.0
10.82625883,-2.393087904,-0.5495248353,9.469655796,9.782802674,0.0
10.83629583,-1.778947388,-1.184392707,7.394717528,7.697355858,0.0
10.84633383,0.3402389538,-2.330350496,5.082903875,5.601982487,0.0
10.85637083,3.305361134,-3.565832664,3.73051657,6.128403438,0.0
10.86640783,5.476233208,-4.286651682,2.967252906,7.561025235,0.0
10.87644583,6.372839409,-4.684531319,2.872843469,8.414935853,0.0
10.88648283,6.734363397,-4.840549065,2.170410583,8.57282029,0.0
10.89651983,6.490022289,-4.650249678,1.004513057,8.047003036,0.0
10.90655683,5.585410665,-4.653549262,0.4598276702,7.284488624,0.0
10.91659483,3.815451178,-4.029077155,0.7469410153,5.599022351,0.0
10.92663183,1.681788737,-2.960775653,2.272389532,4.093697596,0.0
10.93666883,-0.6163310283,-2.841758502,3.759022038,4.752441688,0.0
10.94670583,-2.623544799,-3.146486145,4.86740942,6.361999437,0.0
10.95674383,-3.542285342,-2.985222861,5.539708242,7.221337022,0.0
10.96678083,-2.71633251,-2.390648738,5.913410811,6.932682822,0.0
10.97681783,-0.7122389598,-2.411841386,5.545603405,6.089169101,0.0
10.98685483,0.5377900583,-2.61220734,4.817629734,5.506578029,0.0
10.99689283,1.196536789,-2.368009488,2.945243694,3.964042083,0.0
11.00692983,1.556007089,-1.713606069,0.6514405616,2.404574521,0.0
11.01696683,1.435879405,-0.6301146698,-1.481187433,2.157014227,0.0
11.02700383,1.406526237,-0.4518775034,-3.786770293,4.06474336,0.0
11.03704183,0.9122589049,-1.488560187,-5.635125446,5.899378487,0.0
11.04707883,-0.9047361696,-2.908767008,-6.643790612,7.308859469,0.0
11.05711583,-2.573701963,-3.956819018,-6.95234175,8.403297825,0.0
11.06715283,-3.782418795,-4.897474049,-4.854561918,7.865031177,0.0
11.07719083,-5.151292325,-6.287944854,3.476738347,8.840914695,0.0
11.08722783,-6.778804575,-7.959068563,9.880531454,14.38484848,0.0
11.09726483,-8.952332747,-8.023589079,2.026755019,12.19138955,0.0
11.10730283,-8.408960937,-6.767698374,-2.089899539,10.99454617,0.0
11.11733983,-4.507045519,-4.01304292,-1.976497177,6.350158572,0.0
11.12737683,-2.39838168,-2.1863938,-1.990334613,3.807096585,0.0
11.13741383,-0.8910368742,-1.123381689,-2.124866766,2.563394606,0.0
11.14745183,0.8839955109,-0.9567003751,-3.066006823,3.331234232,0.0
11.15748883,3.209611808,-0.8476866406,-6.453875386,7.257595201,0.0
11.16752583,7.30758232,-0.1433135015,-6.436538392,9.739113132,0.0
11.17756283,8.119514991,-0.381008665,-3.468299938,8.83746546,0.0
11.18760083,5.69794033,-1.205306443,-2.670157048,6.406951403,0.0
11.19763783,3.786743688,-0.1199451041,-2.509354817,4.544301506,0.0
11.20767483,1.635908121,2.3865896,-3.118442899,4.254020618,0.0
11.21771183,0.2212201948,4.545350044,-5.126118892,6.854650997,0.0
11.22774983,-0.9329842146,5.820706131,-6.498876143,8.77419344,0.0
11.23778683,-1.743433155,6.054902321,-6.32527231,8.92807208,0.0
11.24782383,-1.566605752,6.273645489,-6.05535431,8.858904962,0.0
11.25786083,-1.640523621,6.783917381,-6.262621733,9.377274857,0.0
11.26789883,-1.541959738,7.268964384,-6.84108093,10.10029066,0.0
11.27793583,-1.129848125,7.503070527,-7.300392584,10.52940435,0.0
11.28797283,-0.9022442324,7.517357613,-7.148165587,10.41253962,0.0
11.29801083,-0.6453560221,7.624824175,-6.815751377,10.24738478,0.0
11.30804783,-0.6853255418,7.417670773,-5.998532238,9.564198858,0.0
11.31808483,-0.2175513594,7.223538535,-5.203255945,8.905094609,0.0
11.32812183,0.1762670933,6.716604819,-3.992464814,7.815601427,0.0
11.33815983,0.2467020683,6.217083033,-2.243776913,6.614190667,0.0
11.34819683,0.6635196666,5.653506753,-1.14302541,5.805936966,0.0
11.35823383,0.6504353522,4.214283618,0.7054408407,4.322140597,0.0
11.36827083,0.3568856844,2.067795895,2.929476677,3.603467893,0.0
11.37830883,-0.4672334611,-0.4769310683,5.149809471,5.19290939,0.0
11.38834583,-2.258702077,-4.37996038,7.998654798,9.394906417,0.0
11.39838283,-2.5740297,-8.996348248,11.55350054,14.86752452,0.0
11.40841983,-1.355294395,-14.00378445,14.70658352,20.35255268,0.0
11.41845783,1.431421927,-18.77365179,13.11814646,22.9474342,0.0
11.42849483,4.100810504,-17.43226777,5.455286143,18.72059704,0.0
11.43853183,3.272680169,-9.25951856,1.345767673,9.912628818,0.0
11.44856883,2.069261207,-0.3043639469,2.040343802,2.921897018,0.0
11.45860683,0.612761157,5.281844863,4.498877836,6.965146314,0.0
11.46864383,-1.196538543,5.696130032,6.510236113,8.732741613,0.0
11.47868083,-2.402627636,2.968871707,3.393154446,5.108846823,0.0
11.48871783,-3.161745624,0.1383591557,-2.449027339,4.001688837,0.0
11.49875583,-4.245188491,-2.917854166,-5.544276672,7.567991945,0.0
11.50879283,-4.293953685,-5.526283035,-3.995355093,8.058579574,0.0
11.51883,-4.077837086,-6.839254845,-0.9699185908,8.021527548,0.0
11.528867,-5.086861271,-3.973018729,-0.9982331479,6.531271302,0.0
11.538905,-6.548496784,1.181207728,-3.10208122,7.341727979,0.0
11.548942,-6.516456381,5.873998824,-5.946211352,10.5983723,0.0
11.558979,-6.231822694,8.024905288,-5.283147622,11.45191546,0.0
11.569017,-6.476867808,6.487779297,-4.148514428,10.06236894,0.0
11.579054,-4.117067518,3.452788444,-3.240758172,6.274910877,0.0
11.589091,-0.5518960275,0.4264163876,-5.772877661,5.814854826,0.0
11.599128,0.3354820977,-0.878858732,-9.03157129,9.080430655,0.0
11.609166,-0.1672894245,-1.385241641,-9.082794068,9.189343189,0.0
11.619203,-0.2474358939,-1.908335892,-7.661531825,7.899496206,0.0
11.62924,-0.2206172007,-2.381210747,-6.64943259,7.066384531,0.0
11.639277,0.6267025271,-3.365021737,-5.499794564,6.477952423,0.0
11.649315,1.949572503,-4.868275977,-4.272192103,6.764064555,0.0
11.659352,3.533461894,-5.691285614,-3.491950463,7.554455833,0.0
11.669389,4.430918572,-4.010949032,-1.382949678,6.134598711,0.0
11.679426,2.265375066,-1.481991425,2.759570915,3.865676449,0.0
11.689464,-0.3456967449,-0.8401875865,2.779654932,2.924363685,0.0
11.699501,-1.112935931,-1.103864268,1.367462889,2.080167652,0.0
11.709538,-1.36806603,-0.4026071101,0.375106924,1.474585484,0.0
11.719575,-0.9201932842,0.5283772105,-0.7578845179,1.303965912,0.0
11.729613,0.02335874945,1.532720699,-2.247738548,2.720681339,0.0
11.73965,0.856732868,2.055239584,-2.193562925,3.125655013,0.0
11.749687,1.129189875,1.588625928,-0.8763117579,2.136989567,0.0
11.759724,1.536550333,1.42355786,0.4402163281,2.140395833,0.0
11.769762,2.382089876,1.409461977,0.5568157285,2.823292227,0.0
11.779799,2.941028436,0.9391984892,0.6585034865,3.156797254,0.0
11.789836,2.689849593,0.4872876567,0.8379638904,2.859182326,0.0
11.799874,2.454230483,0.53081433,0.4905936724,2.558455251,0.0
11.809911,2.221739927,0.6463366002,0.1638483747,2.319639108,0.0
11.819948,1.61559928,0.9086105347,0.2030486566,1.864661603,0.0
11.829985,0.9347084123,1.592648812,0.06787330985,1.847922304,0.0
11.840023,0.6471536024,1.920387003,0.1423937162,2.031494523,0.0
11.85006,0.4290048037,2.29978593,0.1500851619,2.344266623,0.0
11.860097,0.3101421654,2.698510489,0.4429990911,2.752161917,0.0
11.870134,0.1588187094,3.094858739,0.7610876226,3.191023091,0.0
11.880172,-0.3631664711,3.163322033,0.9739731232,3.329732694,0.0
11.890209,-1.182307297,2.795128711,1.365026793,3.327745964,0.0
11.900246,-2.05636108,1.903838798,2.725043399,3.908846964,0.0
11.910283,-3.465328383,0.6148475897,4.557866009,5.758531143,0.0
11.920321,-4.257136107,-0.5768874657,5.813432779,7.228555019,0.0
11.930358,-3.606210027,-1.298193557,6.674741678,7.69689767,0.0
11.940395,-2.094284951,-2.026804574,6.921984175,7.510514707,0.0
11.950432,0.270466176,-3.033816147,5.84610702,6.591976916,0.0
11.96047,3.133322309,-3.779637274,4.631715174,6.749529766,0.0
11.970507,5.822098353,-3.940335132,3.446831008,7.829668843,0.0
11.980544,7.3350502,-3.969807438,2.853084851,8.81489794,0.0
11.990582,7.734864095,-3.79091363,3.244714398,9.204744442,0.0
12.000619,7.213569617,-3.50471055,2.880256569,8.521411888,0.0
12.010656,6.028784562,-3.503235297,1.298641015,7.092627816,0.0
12.020693,4.510957599,-3.384376021,0.32432868,5.648710349,0.0
12.030731,2.009840194,-3.206818301,1.484539057,4.065340998,0.0
12.040768,-0.5149891332,-3.50840599,3.629349214,5.074081406,0.0
12.050805,-2.558612054,-3.983664755,4.426686942,6.481638512,0.0
12.060842,-4.210196999,-4.031077487,4.560408086,7.400855788,0.0
12.07088,-4.979966567,-3.576434251,4.142685632,7.399513038,0.0
12.080917,-4.415829248,-2.626468114,3.866803472,6.430400593,0.0
12.090954,-2.658126402,-2.115188747,3.915668653,5.183832598,0.0
12.100991,-0.9852824423,-2.152633731,3.078996413,3.883919719,0.0
12.111029,-0.04222698346,-1.669680616,1.445082046,2.208591994,0.0
12.121066,0.03419656366,-1.053163061,-0.4422225809,1.142752226,0.0
12.131103,-0.4939012961,-0.5684949571,-0.569902455,0.9444118883,0.0
12.14114,-1.476118043,-0.2224251598,-1.252244382,1.948464375,0.0
12.151178,-1.630512165,-0.5917610282,-2.811122015,3.303204205,0.0
12.161215,-1.674371983,-1.629816638,-3.297755368,4.041659842,0.0
12.171252,-1.753985479,-2.558669064,-2.298672035,3.860977281,0.0
12.181289,-1.905733004,-3.409324921,-0.3656866211,3.922886871,0.0
12.191327,-2.945446007,-4.167820473,0.7842139453,5.163465037,0.0
12.201364,-4.011178828,-4.99114352,0.5571513587,6.427401253,0.0
12.211401,-5.014351704,-5.614967755,-0.8053241479,7.571006068,0.0
12.221439,-5.270790117,-5.405465527,-1.891960472,7.783302669,0.0
12.231476,-3.73599775,-4.269835675,-1.690430191,5.920027881,0.0
12.241513,-1.995691686,-3.148607515,-1.777672842,4.129967956,0.0
12.25155,-0.4343474047,-2.182263912,-2.090155355,3.052815562,0.0
12.261588,0.9203505743,-1.184331896,-3.274437549,3.601614705,0.0
12.271625,1.847174893,-1.27544321,-5.390410116,5.839120797,0.0
12.281662,4.016400391,-1.272756414,-5.577338583,6.989855983,0.0
12.291699,5.264403203,-1.356637647,-3.713810782,6.583828469,0.0
12.301737,5.26271979,-1.47407371,-2.216346747,5.897567786,0.0
12.311774,4.166391413,-0.9016669661,-2.420302015,4.902008014,0.0
12.321811,1.962917019,0.9466712308,-3.142774917,3.824429869,0.0
12.331848,0.0307141082,2.705414296,-4.466171143,5.221771208,0.0
12.341886,-2.060032985,3.928964637,-4.600163013,6.390774504,0.0
12.351923,-1.79828033,5.228859149,-4.52652201,7.14592063,0.0
12.36196,-1.102994787,6.039355744,-5.52182044,8.257173625,0.0
12.371997,-1.17594348,6.508956742,-5.693606374,8.727342922,0.0
12.382035,-1.245271139,7.442882212,-5.616902014,9.407272935,0.0
12.392072,-1.012430918,7.946388291,-5.881228906,9.937754107,0.0
12.402109,-1.053425309,7.417897645,-5.876194453,9.521794558,0.0
12.412146,-0.6202248354,6.515217941,-6.009605695,8.885274575,0.0
12.422184,-0.3687913464,5.993202501,-5.676869304,8.263251682,0.0
12.432221,-0.201153574,5.579236005,-4.865618418,7.405577611,0.0
12.442258,-0.008639699668,5.62162598,-4.114174023,6.966288911,0.0
12.452295,-0.06761486292,6.146008957,-3.147818726,6.905560122,0.0
12.462333,0.0104815726,6.295356785,-1.588626512,6.492716004,0.0
12.47237,0.4796773593,5.562922273,-0.09661676019,5.58440054,0.0
12.482407,1.4024671,4.327833037,1.867462393,4.917770689,0.0
12.492445,1.73161944,2.22219981,3.354622464,4.380658599,0.0
12.502482,1.613323251,-0.8388497436,5.615006347,5.902099379,0.0
12.51251871,1.148786087,-4.739730204,8.970180788,10.21023483,0.0
12.52255571,1.103197393,-9.535517664,13.88431882,16.87949794,0.0
12.53259371,3.006077833,-15.46893999,13.7605777,20.9207578,0.0
12.54263071,3.844949796,-18.72622502,6.130492201,20.07580825,0.0
12.55266771,1.742029384,-14.54940451,1.95001543,14.78250311,0.0
