"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.154152458E0,5.078938293E0,-4.026925964E0,6.372248840E-1,6.512895091E0
3.164074458E0,5.190905457E0,-3.650458832E0,2.686912537E-1,6.351656802E0
3.173996458E0,5.439538422E0,-3.252735901E0,-6.346801758E-2,6.338209311E0
3.183918458E0,5.631589050E0,-2.774630127E0,-3.254232788E-1,6.286435229E0
3.193840458E0,5.841901703E0,-2.324665833E0,-6.415658569E-1,6.320086510E0
3.203762458E0,6.104605408E0,-1.977088623E0,-1.439107361E0,6.576177963E0
3.213685458E0,6.230194244E0,-1.715283051E0,-2.508932648E0,6.931973694E0
3.223607458E0,6.376739502E0,-2.098935242E0,-3.999981995E0,7.814613988E0
3.233529458E0,6.402635651E0,-2.181413727E0,-4.191583557E0,7.957492183E0
3.243451458E0,6.157445526E0,-2.134860535E0,-4.770429840E0,8.076432738E0
