"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.991554583E-1,-1.722468109E0,-1.025861710E1,-1.259331207E0,1.047816951E1
6.090776667E-1,-1.576371918E0,-1.014365616E1,-1.103654938E0,1.032457083E1
6.189996667E-1,-1.548829193E0,-1.022224274E1,-1.038240967E0,1.039091251E1
6.289216667E-1,-1.485061798E0,-1.030097900E1,-1.177152100E0,1.047383712E1
6.388436667E-1,-1.310674438E0,-1.020368134E1,-1.357527008E0,1.037669793E1
6.487666667E-1,-1.205443268E0,-9.976902924E0,-1.543290710E0,1.016727258E1
6.586886667E-1,-1.158291321E0,-9.701475677E0,-1.716181183E0,9.919957004E0
6.686106667E-1,-1.057101746E0,-9.360335083E0,-1.829345856E0,9.595824260E0
6.785336667E-1,-8.939410400E-1,-8.959917755E0,-1.752405853E0,9.173340887E0
6.884556667E-1,-6.155200195E-1,-8.564140778E0,-1.662891998E0,8.745775091E0
6.983776667E-1,-3.625460815E-1,-7.978109436E0,-1.537752228E0,8.133040744E0
7.083006667E-1,-1.695973206E-1,-7.114704895E0,-1.001118164E0,7.186795292E0
7.182226667E-1,9.190887451E-2,-6.060297546E0,-8.000862122E-1,6.113574367E0
7.281446667E-1,4.179309082E-1,-5.257666626E0,-1.763183441E0,5.561163587E0
7.380676667E-1,5.634283447E-1,-4.998854828E0,-3.337609406E0,6.037022249E0
7.479896667E-1,4.420307922E-1,-5.024900665E0,-4.567451935E0,6.804897875E0
7.579116667E-1,2.224374390E-1,-5.009333038E0,-4.714296570E0,6.882404235E0
7.678336667E-1,1.579216003E-1,-4.895868988E0,-4.928052063E0,6.948393305E0
7.777566667E-1,-2.261796570E-1,-4.731361084E0,-5.021607513E0,6.903149786E0
7.876786667E-1,-6.780899048E-1,-4.783153381E0,-5.125042419E0,7.043040678E0
7.976006667E-1,-1.251397705E0,-5.647006989E0,-5.943839722E0,8.293606862E0
8.075236667E-1,-2.023192749E0,-7.355703735E0,-6.471941528E0,1.000428476E1
8.174456667E-1,-2.144141235E0,-9.087602234E0,-5.037324829E0,1.060926470E1
8.273676667E-1,-1.227447510E0,-1.075199112E1,-3.638932800E0,1.141725765E1
8.372906667E-1,7.694000244E-2,-1.229019241E1,-4.315076752E0,1.302592172E1
8.472126667E-1,8.873547363E-1,-1.330957260E1,-5.531896362E0,1.444070631E1
8.571346667E-1,1.104553070E0,-1.365101257E1,-4.832700348E0,1.452326321E1
8.670576667E-1,7.060816956E-1,-1.327948517E1,-4.563110962E0,1.405934776E1
8.769796667E-1,7.484436035E-1,-1.363439713E1,-6.815028076E0,1.526111269E1
8.869016667E-1,1.379231873E0,-1.666619247E1,-9.477391663E0,1.922199794E1
8.968246667E-1,2.190395050E0,-2.157987442E1,-9.115743713E0,2.352839973E1
9.067466667E-1,2.146386566E0,-2.524994247E1,-7.175179138E0,2.633723155E1
9.166686667E-1,5.504054260E-1,-2.567610626E1,-6.259233856E0,2.643375470E1
9.265906667E-1,-1.228794708E0,-2.282693115E1,-6.311624908E0,2.371529741E1
9.365136667E-1,-2.540067902E0,-1.843715973E1,-5.536387024E0,1.941732178E1
9.464356667E-1,-3.372935944E0,-1.490196121E1,-3.805985413E0,1.574581436E1
9.563576667E-1,-3.351680145E0,-1.256876312E1,-2.761906586E0,1.329795827E1
9.662806667E-1,-2.698139191E0,-1.077654007E1,-2.309247894E0,1.134664694E1
9.762026667E-1,-2.062261505E0,-9.113797760E0,-2.123334503E0,9.582420443E0
9.861246667E-1,-1.678759003E0,-7.720195770E0,-2.054777069E0,8.163440655E0
9.960476667E-1,-9.599537659E-1,-7.213200073E0,-1.681752777E0,7.468604885E0
1.005969667E0,4.008663940E-1,-7.193590851E0,-1.322948914E0,7.325205596E0
1.015891667E0,1.559307404E0,-6.460565186E0,-1.059945831E0,6.730068890E0
1.025814667E0,2.081122284E0,-5.236410828E0,-7.129673767E-1,5.679735099E0
1.035736667E0,2.002835083E0,-3.883673859E0,-4.266128540E-1,4.390474865E0
1.045658667E0,1.614243164E0,-2.333497467E0,-1.835183716E-1,2.843355485E0
1.055581667E0,1.048868866E0,-8.568182373E-1,-1.016386414E-1,1.358158239E0
1.065503667E0,2.710862732E-1,8.023315430E-2,-2.664459229E-1,3.884823759E-1
1.075425667E0,-5.264552307E-1,4.757107544E-1,-4.279600525E-1,8.286167017E-1
1.085347667E0,-9.804611206E-1,2.044747925E-1,-4.909790039E-1,1.115425628E0
1.095270667E0,-7.390132141E-1,-5.057981873E-1,-5.333409119E-1,1.042317066E0
1.105192667E0,-1.872605896E-1,-1.637594604E0,-5.472619629E-1,1.736743583E0
1.115114667E0,1.667532349E-1,-2.585872650E0,-5.854325867E-1,2.656553278E0
1.125037667E0,2.891986084E-1,-2.827170868E0,-7.376660156E-1,2.936099811E0
1.134959667E0,4.459226990E-1,-2.206262054E0,-7.168592834E-1,2.362271479E0
1.144881667E0,2.546205139E-1,-1.108894043E0,-1.829196167E-1,1.152361571E0
1.154804667E0,-5.198689270E-1,-8.816665649E-2,6.427633667E-1,8.313734457E-1
1.164726667E0,-1.821861420E0,1.006207581E0,1.801952820E0,2.752937829E0
1.174648667E0,-3.613485718E0,2.224224701E0,3.538341980E0,5.524881765E0
1.184571667E0,-4.982688446E0,3.230432281E0,4.497547302E0,7.449215302E0
1.194493667E0,-5.133574677E0,2.706970825E0,3.000660095E0,6.533394295E0
1.204415667E0,-4.466711426E0,7.664062500E-1,6.480024719E-1,4.578077840E0
1.214337667E0,-3.773952026E0,-1.254690857E0,-1.545386353E0,4.266753101E0
1.224260667E0,-2.264341278E0,-4.609514465E0,-5.147645416E0,7.271390401E0
1.234182667E0,-4.034111023E-1,-1.141930344E1,-9.738448792E0,1.501334794E1
1.244104667E0,1.362167358E0,-2.242546600E1,-1.064646057E1,2.486170043E1
1.254027667E0,3.140619049E0,-3.130215683E1,-4.466262360E0,3.177477002E1
1.263949667E0,1.783690796E0,-3.433335342E1,3.537743225E0,3.456119699E1
1.273871667E0,3.978726196E-1,-3.209341141E1,-5.173242188E-1,3.210004646E1
1.283794667E0,-1.433718567E0,-2.881522842E1,-9.857900391E0,3.048854110E1
1.293716667E0,-1.677262115E0,-2.830239487E1,-9.767638092E0,2.998742265E1
1.303638667E0,8.794212341E-1,-2.928225723E1,-4.695884857E0,2.966943385E1
1.313561667E0,8.792715454E-1,-2.924588287E1,-1.987716522E0,2.932653748E1
1.323483667E0,1.707948303E-1,-2.509965500E1,-1.591939545E0,2.515066845E1
1.333405667E0,-4.613406372E-1,-2.026351181E1,-2.206112366E0,2.038846924E1
1.343328667E0,-1.755998383E0,-1.665361862E1,-2.779270477E0,1.697500774E1
1.353250667E0,-3.070564728E0,-1.377525421E1,-2.526895294E0,1.433775422E1
1.363172667E0,-3.583098907E0,-1.157198593E1,-1.953437805E0,1.227050836E1
1.373094667E0,-3.527414703E0,-1.002151016E1,-1.665586395E0,1.075395269E1
1.383017667E0,-2.763253784E0,-8.814719696E0,-1.432670746E0,9.348122820E0
1.392939667E0,-1.249302063E0,-7.683671722E0,-1.078058167E0,7.858866088E0
1.402861667E0,1.047821045E-1,-6.438261566E0,-8.580157471E-1,6.496028195E0
1.412784667E0,9.854008484E-1,-4.885241089E0,-7.894583130E-1,5.045774446E0
1.422706667E0,1.563798065E0,-3.161575470E0,-8.228388977E-1,3.621890072E0
1.432628667E0,1.937720490E0,-1.361269226E0,-7.969427490E-1,2.498586069E0
1.442551667E0,2.134411469E0,2.435435486E-1,-6.083349609E-1,2.232733124E0
1.452473667E0,2.089804230E0,1.316212921E0,-4.260140991E-1,2.506229476E0
1.462395667E0,1.788780212E0,1.749561768E0,-3.234773254E-1,2.522962268E0
1.472318667E0,1.120270386E0,1.686991882E0,-3.459306335E-1,2.054413627E0
1.482240667E0,1.615141296E-1,1.056502991E0,-5.122348022E-1,1.185187697E0
1.492162667E0,-2.212399292E-1,6.767427063E-1,-4.391867065E-1,8.365481218E-1
1.502084667E0,1.444496155E-1,7.014413452E-1,-3.861968994E-2,7.172009012E-1
1.512007667E0,6.529421997E-1,8.991801453E-1,5.897735596E-1,1.258050596E0
1.521929667E0,7.888595581E-1,5.022056580E-1,1.041683807E0,1.399862522E0
1.531851667E0,8.782237244E-1,-4.915777588E-1,1.272503815E0,1.622403021E0
1.541774667E0,9.035211182E-1,-1.617536316E0,1.424288177E0,2.336957628E0
1.551696667E0,4.944218445E-1,-2.584824829E0,1.463356934E0,3.011176825E0
1.561618667E0,-3.228785706E-1,-3.388054504E0,1.431922302E0,3.692365824E0
1.571541667E0,-1.345851288E0,-3.589236145E0,1.258133698E0,4.034455626E0
1.581463667E0,-2.617007904E0,-3.085683289E0,7.515870667E-1,4.115222333E0
1.591385667E0,-3.646566925E0,-2.517165527E0,-9.475296021E-2,4.431991737E0
1.601308667E0,-4.146078186E0,-2.628983002E0,-1.936223602E0,5.277355189E0
1.611230917E0,-4.406835938E0,-3.650458832E0,-5.384303284E0,7.857275260E0
1.621152917E0,-4.344415741E0,-5.657485199E0,-7.965834961E0,1.069278325E1
1.631074917E0,-3.590882721E0,-9.372609558E0,-6.436465302E0,1.192343634E1
1.640997917E0,-2.696791992E0,-1.815454742E1,-1.666783905E0,1.842928235E1
1.650919917E0,-1.376687164E0,-3.040058167E1,2.520907745E0,3.053597238E1
1.660841917E0,4.708608398E0,-3.500321045E1,-1.788780212E-1,3.531894296E1
1.670764917E0,6.612648926E0,-3.849664581E1,-8.734636230E0,4.002515128E1
1.680686917E0,4.561614075E0,-3.494453247E1,-8.641080780E0,3.628494109E1
1.690608917E0,3.229983215E0,-2.655567719E1,-1.919757843E0,2.682018368E1
1.700531917E0,4.215084686E0,-2.508708115E1,-1.951192474E0,2.551344217E1
1.710453917E0,4.090843048E0,-2.715308487E1,-3.767515411E0,2.771676726E1
1.720375917E0,7.720944214E-1,-2.392594574E1,-1.875899048E0,2.401178891E1
1.730298917E0,-3.589984589E0,-1.799378174E1,-8.934919739E-1,1.837015238E1
1.740220917E0,-6.384074249E0,-1.385803207E1,-2.037113800E0,1.539322220E1
1.750142917E0,-7.309599609E0,-1.141615997E1,-2.221230927E0,1.373655058E1
1.760065917E0,-6.437513123E0,-9.836494904E0,-1.154698792E0,1.181234678E1
1.769987917E0,-4.274062042E0,-8.792865143E0,-1.652563477E-1,9.778005595E0
1.779909917E0,-2.473306732E0,-7.909402313E0,3.332070923E-1,8.293787923E0
1.789831917E0,-1.393003235E0,-6.582860870E0,4.709207153E-1,6.745093148E0
1.799754917E0,-6.222560120E-1,-4.957391052E0,3.171903992E-1,5.006349802E0
1.809676917E0,-9.145980835E-2,-3.517684937E0,-8.801696777E-2,3.519974317E0
1.819598917E0,2.344125366E-1,-2.413281555E0,-5.278024292E-1,2.481421469E0
1.829521917E0,3.790118408E-1,-1.534010010E0,-8.598120117E-1,1.798920060E0
1.839443917E0,4.634362793E-1,-8.137078857E-1,-1.030606842E0,1.392495663E0
1.849365917E0,5.230123901E-1,-3.004252625E-1,-1.067579956E0,1.226182801E0
