"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.156271250E-1,1.680661979E0,-6.075569304E0,1.542958589E0,6.489829602E0
6.256661251E-1,-2.581908530E0,-5.001588986E0,-2.758950233E-1,5.635446931E0
6.357061251E-1,-1.944459990E0,-3.862232704E0,-1.213002841E0,4.491006792E0
6.457451250E-1,-1.115407549E0,-1.923160923E0,-1.342891135E0,2.597313715E0
6.557851251E-1,-7.290206149E-1,8.714573264E-2,-1.336824649E0,1.525177228E0
6.658241251E-1,-1.339991793E0,1.698412664E0,-3.117513192E-1,2.185720126E0
6.758631250E-1,-1.313066242E0,1.460601141E0,-6.044468549E-1,2.054958552E0
6.859031251E-1,-1.238858351E-1,1.812207082E0,-1.285078690E0,2.225054932E0
6.959421251E-1,2.487497047E0,3.226865480E0,-1.479635582E0,4.334699971E0
7.059821250E-1,1.190583154E0,3.158285242E0,-8.947628662E-2,3.376427094E0
7.160211251E-1,-4.532770345E-1,1.921267594E0,9.270634702E-1,2.180865864E0
7.260611251E-1,-1.449340573E-1,1.274831007E0,1.086873721E0,1.681515525E0
7.361001250E-1,5.828872937E-1,4.209428090E-1,8.267530239E-1,1.095660079E0
7.461401251E-1,6.539742333E-1,-7.125457925E-1,2.723619895E-1,1.004781000E0
7.561791250E-1,4.297542706E-1,-7.811587751E-1,-2.541480589E-1,9.270862963E-1
7.662191250E-1,1.952777070E-1,-3.311558890E-1,-7.006858850E-1,7.992235701E-1
7.762581251E-1,3.286576661E-1,-4.625849247E-2,-1.141401127E0,1.188676677E0
7.862981251E-1,4.210579991E-3,5.015449226E-2,-1.043958374E0,1.045170938E0
7.963371250E-1,-1.261314583E-1,2.755091071E-2,-6.276798892E-1,6.408199753E-1
8.063771251E-1,3.889342734E-1,-2.650227106E-1,-3.750415814E-1,6.017998786E-1
8.164161250E-1,5.665101197E-1,-2.421074724E-1,-7.722300768E-2,6.208970421E-1
8.264551250E-1,3.992464229E-1,-3.676091856E-1,2.948791601E-1,6.176470988E-1
8.364951251E-1,2.343947026E-1,-1.834259856E-1,2.417905168E-1,3.834691941E-1
8.465341250E-1,3.131008565E-2,-1.501950896E-1,4.269127431E-1,4.536445487E-1
8.565741250E-1,-1.853736931E-1,1.702387601E-1,5.526536074E-1,6.072648938E-1
8.666131251E-1,-4.529229856E-1,8.307776624E-1,6.777279621E-1,1.163892583E0
8.766531250E-1,-5.621156448E-1,1.337562275E0,8.836141994E-1,1.698770406E0
8.866913751E-1,5.630283952E-2,1.261459009E0,4.651897862E-1,1.345678408E0
8.967313750E-1,1.308202236E0,1.460388887E0,-1.282032584E0,2.342591799E0
9.067703751E-1,1.388950530E0,1.708480985E0,-1.715216977E0,2.791067919E0
9.168103751E-1,-1.490320199E0,-3.418445992E-1,1.886586589E-1,1.540618095E0
9.268493750E-1,-1.342594389E0,-1.741794911E0,4.075235222E-1,2.236623488E0
9.368893751E-1,-3.167062497E-1,-1.572430310E0,3.414119053E-1,1.639939638E0
9.469283751E-1,-1.876786655E-1,-1.489367688E0,1.551376679E-1,1.509141175E0
9.569683750E-1,-1.786891562E-1,-4.839974284E-1,-1.719147183E-2,5.162159160E-1
9.670073751E-1,-6.542315108E-1,4.191178930E-1,-5.715536356E-2,7.790670147E-1
9.770473751E-1,-4.974179578E-1,6.631508535E-1,-3.314108276E-1,8.927635834E-1
9.870863750E-1,2.956679678E-1,8.076682967E-1,-8.226857007E-2,8.640114249E-1
9.971263751E-1,9.666441500E-1,7.505287206E-1,1.825092153E-1,1.237337418E0
1.007165375E0,1.307539454E0,9.984886712E-1,2.956621937E-1,1.671542755E0
1.017204375E0,2.360913307E0,9.839150709E-1,-1.124162658E-1,2.560202712E0
1.027244375E0,3.361267240E0,1.379755783E0,-5.579893378E-1,3.676029867E0
1.037283375E0,3.352678557E0,2.407907379E0,-7.201114317E-1,4.190111207E0
1.047323375E0,1.174295150E0,2.743851553E0,-7.910616195E-1,3.087631606E0
1.057362375E0,-4.529989994E-1,3.060291170E0,-3.352986779E-1,3.111754383E0
1.067402375E0,6.051277632E-1,3.689471455E0,7.397897243E-1,3.811255444E0
1.077441375E0,1.698665556E0,3.856673756E0,-4.183098078E-3,4.214192049E0
1.087481375E0,2.986644027E0,4.078573835E0,-3.142936885E-1,5.064937077E0
1.097520375E0,2.389925437E0,3.881117456E0,-5.408440590E-1,4.589915968E0
1.107560375E0,1.180400813E-1,3.052015606E0,-1.122035075E0,3.253873911E0
1.117599375E0,-2.093786184E0,2.924234648E0,-9.625631589E-2,3.597826307E0
1.127639375E0,-1.477408962E0,2.233052242E0,1.454408355E0,3.047058126E0
1.137678375E0,1.903378915E0,1.462491546E0,4.628885121E0,5.214241103E0
1.147718375E0,-1.027160785E0,-5.455732870E-1,2.185695424E-1,1.183419679E0
1.157757375E0,-2.563987399E0,-3.461680305E-1,-4.921221711E-1,2.633637773E0
1.167797375E0,-4.693722849E0,1.723945116E0,1.595400731E-1,5.002846588E0
1.177836375E0,-2.230821237E0,1.525802273E0,2.421974611E0,3.629131712E0
1.187876375E0,-2.474923487E0,-7.564373320E-1,-3.722898817E0,4.534029037E0
1.197915375E0,-4.928387693E0,-8.570938166E0,-1.942484216E0,1.007587372E1
1.207954375E0,-4.632644296E0,-9.662196422E0,2.100575970E0,1.091933387E1
1.217994375E0,-3.921101301E0,-7.394077842E0,2.423268015E0,8.713188304E0
1.228033375E0,-2.715887537E0,-7.206589211E0,6.168613708E-1,7.726026865E0
1.238073375E0,1.816570274E0,-2.275029988E0,2.351709570E-1,2.920786604E0
1.248112375E0,1.843009483E0,3.371378245E0,-6.478913748E-1,3.896490531E0
1.258152375E0,-2.432355465E-1,1.849442736E0,-2.533859913E0,3.146434176E0
1.268191375E0,-6.878130935E-1,1.128665233E0,1.215046077E0,1.795357633E0
1.278231375E0,9.957205993E-1,3.443957394E0,5.636993632E-2,3.585453893E0
1.288270375E0,1.254136833E0,2.871514397E0,7.908628142E-1,3.231705141E0
1.298310375E0,-3.932375318E-1,-1.130869049E-1,-3.402921050E0,3.427432870E0
1.308349375E0,-1.409320767E0,-1.435720069E0,-6.244735685E0,6.560807947E0
1.318389375E0,-6.811508491E-1,3.570660710E-2,-3.755836768E0,3.817270133E0
1.328428375E0,2.259077030E0,-2.197230445E0,-4.975456025E0,5.889517239E0
1.338468375E0,4.705927596E-1,-4.373470556E0,4.353019334E0,6.188495744E0
1.348507375E0,-2.955077541E0,-3.096323467E0,8.159271380E0,9.213762084E0
1.358547375E0,-9.528497643E-1,-1.561428189E0,3.361853716E0,3.827275933E0
1.368586375E0,5.331859607E-1,-1.414035670E0,-1.447926716E0,2.092910872E0
1.378626375E0,2.162750438E0,2.298567955E0,5.247291327E-3,3.156094364E0
1.388665375E0,5.838216788E0,1.254392181E1,1.313220901E0,1.389817610E1
1.398704375E0,1.931936497E-2,5.438172512E0,-5.515292609E-1,5.466102637E0
1.408744375E0,-6.815594964E-1,4.475916113E0,-2.600387194E0,5.221145655E0
1.418783375E0,-3.559815587E-1,6.607060742E0,-1.295572104E0,6.742290530E0
1.428823375E0,-9.874896200E-1,6.092182998E0,-9.367458746E-2,6.172406691E0
1.438862375E0,-1.115926928E0,4.816912281E0,4.813445467E-1,4.967859640E0
1.448902375E0,3.118594927E-1,2.817305446E0,1.182265563E0,3.071191654E0
1.458941375E0,7.070086254E-1,3.446884511E0,-1.049737689E0,3.671896409E0
1.468981375E0,5.094011685E-1,6.992077088E-1,1.642418557E-1,8.805432174E-1
1.479020375E0,-3.356890891E-1,-3.443732277E0,5.075705368E0,6.142862862E0
1.489060375E0,-9.492224441E-1,-2.015694280E0,1.082040632E0,2.476864673E0
1.499099375E0,1.084134228E0,2.973092812E0,2.668171626E0,4.139295558E0
1.509139375E0,-1.271295634E0,1.286864576E0,-1.436220590E0,2.309749469E0
1.519178375E0,-2.628166146E0,-2.863592005E-1,-2.307859181E0,3.509340804E0
1.529218375E0,-2.507303906E0,-7.306364930E-1,2.191910648E0,3.409527071E0
1.539257375E0,-2.655324708E0,-2.909045336E0,1.036921835E0,4.072898349E0
1.549297375E0,-2.115019616E0,-5.359951969E0,-9.165609938E-1,5.834593143E0
1.559336375E0,-1.257788566E0,-4.604009897E0,-2.404154636E0,5.344052649E0
1.569376375E0,-8.289056763E-1,-5.283473897E-1,-1.500321277E0,1.793655351E0
1.579415375E0,-6.086092684E-1,1.758482280E0,4.062902713E-1,1.904661900E0
1.589455375E0,-2.424775281E-1,1.757546725E0,-4.403813658E-1,1.828032163E0
1.599494375E0,-9.806567100E-1,-4.241149235E0,-2.284184974E0,4.915947051E0
1.609534375E0,-2.128768613E0,-7.550755740E0,-2.487510204E0,8.230022786E0
1.619573375E0,-9.323958385E-1,-5.239356655E0,-7.403708645E-1,5.372929292E0
1.629612375E0,1.045049757E0,-3.757673963E0,5.577612599E-1,3.939967034E0
1.639652375E0,2.306355569E0,-3.235366747E0,3.389344766E-1,3.987699911E0
1.649691375E0,2.862829528E0,-3.107710919E0,-1.021692762E0,4.347127346E0
1.659731375E0,3.150103818E0,-1.914852029E0,-4.281068176E-1,3.711211096E0
1.669770375E0,2.453018063E0,1.036927682E-1,1.859209340E0,3.079725504E0
1.679810375E0,1.144664969E0,-1.794984108E-1,1.841018068E0,2.175275867E0
1.689849375E0,-2.771691316E-1,-1.872195421E0,2.602689242E-1,1.910413132E0
1.699889375E0,-8.761082017E-1,-3.059423443E0,-2.193927938E-1,3.189948367E0
1.709928375E0,-8.436058688E-1,-2.174975358E0,8.720373702E-1,2.490509555E0
1.719968375E0,-5.795884408E-1,-1.702027413E0,9.709979868E-1,2.043442479E0
1.730007375E0,1.156031080E-1,-8.269155765E-1,3.960319161E-2,8.358958440E-1
1.740047375E0,7.544769068E-1,-7.069739807E-1,-6.635016865E-1,1.228528429E0
1.750086375E0,1.020767294E0,-8.937995374E-1,-7.103226811E-1,1.531470467E0
1.760126375E0,8.800546338E-1,-1.048898102E0,-3.669250613E-1,1.417503929E0
1.770165375E0,7.142324218E-1,-9.255364698E-1,-6.989757023E-3,1.169099896E0
1.780205375E0,4.581654529E-1,-6.522984213E-1,1.850520962E-1,8.183233413E-1
1.790244375E0,1.019008890E-1,-4.436329293E-1,3.469433713E-1,5.723317832E-1
1.800284375E0,-8.477000892E-2,-3.332433450E-1,3.709479457E-1,5.058057531E-1
1.810323375E0,-1.069555146E-1,-3.781926459E-1,4.809580457E-1,6.211197962E-1
1.820363375E0,-1.061268179E-1,-2.138215667E-1,6.606441522E-1,7.024480477E-1
1.830402375E0,-7.778638691E-2,7.499077463E-1,5.220429218E-1,9.170284413E-1
1.840442375E0,-2.795284832E-1,1.521953051E0,1.990286958E-1,1.560156942E0
1.850481375E0,1.477986082E-2,1.963620731E0,4.432575381E-1,2.013082727E0
1.860520375E0,-4.528702144E-1,1.305766870E0,-4.616458619E-1,1.457132613E0
1.870560375E0,-5.153604314E-1,8.319213778E-1,-7.764044040E-1,1.249197083E0
1.880599375E0,-1.769884935E-1,3.781025988E-1,-2.819316888E-1,5.037578577E-1
1.890639208E0,-2.154698968E-4,-4.008745801E-1,7.650555432E-2,4.081097589E-1
1.900678208E0,1.858762613E-1,-8.717298067E-1,1.035888632E0,1.366575317E0
1.910718208E0,2.592290700E-1,-4.721919000E-2,2.059302229E0,2.076091288E0
1.920757208E0,1.792181099E-1,9.256177461E-1,2.409711245E0,2.587584903E0
1.930797208E0,-5.912624799E-1,9.812072253E-1,1.662935268E0,2.019334703E0
1.940836208E0,-1.235396946E0,1.888453605E0,3.529589137E-1,2.284084636E0
1.950876208E0,-9.467682946E-1,3.110570793E0,-1.094949018E0,3.430879510E0
1.960915208E0,-5.513341831E-1,3.864276305E0,-2.803425910E0,4.805808733E0
1.970955208E0,1.767988683E0,5.633109911E0,-2.760540091E0,6.517537330E0
1.980994208E0,4.964366196E0,6.163657023E0,4.562944170E-1,7.927408418E0
1.991034208E0,6.411595339E0,5.083696758E0,5.265959147E0,9.730511459E0
2.001073208E0,3.752525197E0,3.781695494E0,5.101467031E0,7.376152929E0
2.011113208E0,-1.685380974E0,2.100643213E0,3.186703295E-1,2.711966393E0
2.021152208E0,-1.940585625E0,1.353867821E0,-6.468306899E-1,2.453002361E0
2.031192208E0,-1.489190517E0,-1.760304272E-1,-3.169493769E0,3.506332252E0
2.041231208E0,8.029111482E-1,-3.314883032E0,-4.217893689E0,5.424365677E0
2.051271208E0,2.563422266E0,-6.006149991E0,-1.856728220E0,6.789139202E0
2.061310208E0,8.189884331E-1,-8.403541737E0,-5.571747476E-1,8.461719653E0
2.071350208E0,4.084051361E-1,-9.524207395E0,7.961779332E-1,9.566149725E0
2.081389208E0,3.209083805E0,-1.002106344E1,2.659811862E0,1.085331886E1
2.091429208E0,5.354902314E0,-9.489614097E0,2.048064904E0,1.108703407E1
2.101468208E0,5.289088393E0,-9.071928188E0,4.570417643E-2,1.050125830E1
2.111507208E0,3.697187733E0,-8.392149607E0,-1.674293192E-1,9.171990228E0
2.121547208E0,1.599680235E0,-6.312972692E0,-6.622328407E-1,6.546079238E0
2.131586208E0,6.842459265E-2,-4.433521460E0,-1.229122006E0,4.601253674E0
2.141626208E0,-2.871971650E0,-6.380993351E0,-1.121956869E0,7.086895267E0
