"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.232283208E0,4.993958369E0,-1.345528755E1,2.993618586E0,1.466104142E1
1.242323208E0,8.771215242E0,-2.797690610E1,-4.067117094E0,2.960038738E1
1.252362208E0,6.833595325E0,-3.959738650E1,6.923693901E-1,4.018868520E1
1.262401208E0,-2.641950372E0,-3.353148264E1,2.051183604E1,3.939639130E1
1.272440208E0,-4.479223298E0,-2.309324142E1,7.527114862E0,2.469855661E1
1.282479208E0,-1.338881261E0,-1.782916157E1,-4.461746555E0,1.842766365E1
1.292519208E0,1.642943199E0,-1.294679965E1,-2.988962156E0,1.338853159E1
1.302558208E0,3.455518802E0,-1.150587497E1,-4.729349349E-1,1.202287139E1
1.312597208E0,3.993990353E0,-1.189175846E1,3.027050918E-1,1.254820739E1
1.322636208E0,4.023771392E0,-1.164789448E1,3.996982665E-1,1.232979890E1
1.332675208E0,3.930336394E0,-9.907980623E0,1.128176260E0,1.071860093E1
1.342714208E0,3.833453293E0,-6.939760296E0,2.250193940E0,8.241299041E0
1.352754208E0,3.651430639E0,-3.956477541E0,2.923216063E0,6.126324542E0
1.362793208E0,2.731569184E0,-1.208542877E0,2.615059027E0,3.969959673E0
1.372832208E0,1.245569493E0,1.233701692E0,2.586101276E0,3.124321212E0
1.382871208E0,8.711526865E-1,2.775444644E0,2.337349028E0,3.731648490E0
1.392911208E0,7.170971189E-1,2.928066328E0,-1.081906219E0,3.202861497E0
1.402950208E0,-4.613108749E0,3.988174712E0,2.207385305E0,6.485280236E0
1.412989208E0,-3.126564389E0,4.723131713E0,3.405745840E0,6.609272485E0
1.423028208E0,-1.229552215E0,5.885551168E0,2.610763662E0,6.554967437E0
1.433067208E0,-2.565694786E0,6.752576305E0,2.528095143E0,7.653191592E0
1.443107208E0,-2.540861369E0,7.331178174E0,6.133302373E-1,7.783207815E0
1.453146208E0,-2.921043530E0,8.332461814E0,-9.828585521E-1,8.884167160E0
1.463185208E0,-2.759615354E0,9.126667482E0,-1.655754887E0,9.677451135E0
1.473224208E0,-2.415465636E0,9.469354665E0,-2.054715673E0,9.986240960E0
1.483263208E0,-2.028129992E0,1.022946990E1,-2.141422865E0,1.064617572E1
1.493303208E0,-1.708385529E0,1.065264459E1,-2.515427735E0,1.107812234E1
1.503342750E0,-1.479715835E0,1.083214241E1,-2.848393922E0,1.129770845E1
1.513381750E0,-1.280606009E0,1.096426259E1,-3.005125029E0,1.144053243E1
1.523420750E0,-9.708466901E-1,1.115494614E1,-3.224848775E0,1.165225370E1
1.533459750E0,-5.833278814E-1,1.131213801E1,-3.251111544E0,1.178450101E1
1.543499750E0,-2.978790924E-1,1.134536422E1,-3.335853487E0,1.182936769E1
1.553538750E0,2.416917354E-1,1.093340449E1,-3.792787662E0,1.157510203E1
1.563577750E0,8.175812276E-1,9.857508627E0,-4.270283571E0,1.077377544E1
1.573616750E0,5.761901852E-1,8.957929117E0,-4.481563354E0,1.003299055E1
1.583655750E0,2.289645396E-1,8.848571566E0,-4.524535711E0,9.940878579E0
1.593695750E0,-2.179594950E-1,9.256085660E0,-3.964531496E0,1.007174950E1
1.603734750E0,-1.114305933E0,9.552520782E0,-3.025223663E0,1.008188024E1
1.613773750E0,-2.005525972E0,9.754841461E0,-2.324100553E0,1.022646125E1
1.623812750E0,-3.060229189E0,9.726853178E0,1.104392856E-1,1.019749343E1
1.633851750E0,-3.814388446E0,8.191568475E0,1.145199054E1,1.458764685E1
1.643891750E0,-1.378262112E0,5.862727731E0,1.545529960E1,1.658726827E1
1.653930750E0,2.067626618E0,4.640684803E0,-3.810580155E0,6.350713061E0
1.663969750E0,4.977286788E0,9.474997813E-1,-4.897127309E0,7.046488167E0
1.674008750E0,6.500813910E0,-8.622222340E0,8.150766020E0,1.352916429E1
1.684047750E0,8.717941260E0,-2.262356967E1,1.772073255E-1,2.424582040E1
1.694087750E0,1.227446340E1,-4.042758821E1,-8.631948014E0,4.312264912E1
1.704126750E0,2.025402412E-2,-5.320334744E1,1.836452796E1,5.628367860E1
1.714165750E0,-1.034755558E1,-3.698422372E1,1.838661055E1,4.257901077E1
1.724204750E0,-3.003332565E0,-1.908340102E1,-1.997934093E0,1.942132698E1
1.734243750E0,3.786174461E0,-1.078483610E1,-5.335631645E0,1.261414967E1
1.744283750E0,4.903731739E0,-8.827640288E0,-3.826355065E-1,1.010545536E1
1.754322750E0,4.333988986E0,-9.899021519E0,2.877331500E-1,1.081003598E1
1.764361750E0,5.888865954E0,-1.060776604E1,-3.214479031E-1,1.213700009E1
1.774400750E0,7.655359504E0,-8.751552810E0,1.791748698E0,1.176454713E1
1.784439750E0,6.827331203E0,-4.883943592E0,3.845491540E0,9.233263862E0
1.794479750E0,4.278852666E0,-1.773010272E0,3.999066321E0,6.119205586E0
1.804518750E0,2.696970332E0,4.599121624E-1,3.496099940E0,4.439356143E0
1.814557750E0,3.430779524E0,8.365482795E-1,1.026876392E0,3.677572065E0
1.824596750E0,-3.527239287E-1,4.165690917E-1,-1.244971030E0,1.359373696E0
1.834635750E0,-6.103664006E0,5.185353525E0,6.313630503E0,1.019826140E1
1.844675750E0,-3.923587537E0,4.907266966E0,-1.059469795E0,6.371678310E0
1.854714750E0,-2.938893910E0,7.466556419E0,-3.015198612E-1,8.029786822E0
1.864753750E0,-2.422499106E0,8.998034585E0,-8.548103034E-2,9.318821562E0
1.874792750E0,-2.322647666E0,9.489802378E0,-8.254572078E-1,9.804714221E0
1.884831750E0,-3.030116906E0,1.038467488E1,-1.025830909E0,1.086625096E1
1.894871750E0,-3.258713802E0,1.089266577E1,-1.430784580E0,1.145934238E1
1.904910750E0,-3.459895735E0,1.127081924E1,-1.984769526E0,1.195581678E1
1.914949750E0,-3.243469234E0,1.145216713E1,-2.221726917E0,1.210819124E1
1.924988750E0,-3.105883080E0,1.148003496E1,-2.648771149E0,1.218415778E1
1.935027750E0,-3.144463593E0,1.164622452E1,-3.030179179E0,1.243801362E1
1.945067750E0,-2.995891691E0,1.179333462E1,-3.889238654E0,1.277436048E1
1.955106750E0,-2.295057871E0,1.162806307E1,-4.592663375E0,1.271108564E1
1.965145750E0,-1.554901380E0,1.051987771E1,-5.111320174E0,1.179877702E1
1.975184750E0,-1.393063607E0,9.065120859E0,-5.702404679E0,1.079974359E1
1.985223750E0,-1.225055268E0,8.132643160E0,-5.998869038E0,1.017973845E1
1.995263750E0,-1.034849289E0,7.821546729E0,-5.852617310E0,9.823473706E0
2.005302750E0,-6.150798704E-1,8.193172951E0,-5.108136950E0,9.674681873E0
2.015341750E0,-3.291431312E-1,8.975978887E0,-3.296323385E0,9.567772993E0
2.025380750E0,-5.097640613E-1,9.532982896E0,1.036160527E0,9.602668948E0
2.035419750E0,-1.870209853E0,9.040539165E0,6.112255905E0,1.107197839E1
2.045459750E0,-3.271035639E0,7.760113542E0,8.940212054E0,1.228195538E1
2.055498750E0,-4.362821899E0,5.880616118E0,1.092141185E1,1.314888200E1
2.065537750E0,-4.084858131E0,4.249210206E0,1.008540737E1,1.168149370E1
2.075576750E0,-3.071814278E0,2.786694102E0,-4.241540998E-1,4.169126249E0
2.085615750E0,-3.250081265E-1,1.742180243E0,-1.182888101E1,1.196090499E1
2.095655750E0,1.438968489E0,-1.212268138E0,-9.180564192E0,9.371391745E0
2.105694750E0,6.079843619E0,-1.022619896E1,2.412069866E0,1.213909901E1
2.115733750E0,1.099614161E1,-2.558349338E1,6.277829171E0,2.854542701E1
2.125772750E0,8.236113734E0,-4.297657195E1,-7.617664844E-1,4.376527840E1
2.135811750E0,1.776199782E0,-4.141641319E1,1.046506474E1,4.275502014E1
2.145851750E0,2.416041002E0,-2.809248216E1,1.468608435E1,3.179160081E1
2.155890750E0,6.579720331E0,-2.203087718E1,1.604172505E0,2.304833266E1
2.165929750E0,7.052144365E0,-1.454988399E1,-3.954523401E0,1.664542338E1
2.175968750E0,5.905889538E0,-1.020939056E1,-2.257596661E0,1.200866060E1
2.186007750E0,4.133245887E0,-8.614518633E0,-4.950986597E-1,9.567589850E0
2.196047750E0,2.036806237E0,-7.178633088E0,-1.958807011E-1,7.464564415E0
2.206086750E0,1.524192973E0,-4.821387155E0,1.923903519E-1,5.060232442E0
2.216125750E0,1.316998202E0,-1.644938123E0,2.095004743E-1,2.117592062E0
2.226164750E0,7.159082338E-1,1.336651863E0,4.529516369E-1,1.582506868E0
2.236203750E0,2.414957075E-1,3.810609391E0,1.045367553E0,3.958769686E0
2.246243750E0,1.580747974E-1,5.361958149E0,1.827779825E0,5.667129955E0
